training,ham,How would my ip address test that considering my computer isn't a minecraft server,,,
training,ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,,,
training,ham,Dont worry. I guess he's busy.,,,
training,ham,What is the plural of the noun research?,,,
training,ham,Going for dinner.msg you after.,,,
training,ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,,,
training,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,,,
training,ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",,,
training,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",,,
training,spam,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,,,
training,ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,,,
training,ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,,,
training,spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,,,
training,spam,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",,,
training,ham,here is my new address -apples&pairs&all that malarky,,,
training,spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,,,
training,ham,I am going to sao mu today. Will be done only at 12 ,,,
training,ham,ÌÏ predict wat time Ì_'ll finish buying?,,,
training,ham,"Good stuff, will do.",,,
training,ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",,,
training,ham,Are you there in room.,,,
training,ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,,,
training,ham,K..k:)how much does it cost?,,,
training,ham,I'm home.,,,
training,ham,"Dear, will call Tmorrow.pls accomodate.",,,
training,ham,First answer my question.,,,
training,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,,,
training,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,,,
training,ham,I only haf msn. It's yijue@hotmail.com,,,
training,ham,He is there. You call and meet him,,,
training,ham,No no. I will check all rooms befor activities,,,
training,spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,,,
training,ham,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,,,
training,ham,"K, text me when you're on the way",,,
training,ham,"Sir, Waiting for your mail.",,,
training,ham,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""",,,
training,ham,I know you are. Can you pls open the back?,,,
training,ham,Yes see ya not on the dot,,,
training,ham,Whats the staff name who is taking class for us?,,,
training,spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",,,
training,ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,,,
training,ham,K..i deleted my contact that why?,,,
training,ham,Sindu got job in birla soft ..,,,
training,ham,The wine is flowing and i'm i have nevering..,,,
training,ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,,,
training,ham,Ok... Ur typical reply...,,,
training,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,,,
training,ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",,,
training,ham,Aaooooright are you at work?,,,
training,ham,I'm leaving my house now...,,,
training,ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",,,
training,spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,,,
training,spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,,,
training,ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,,,
training,ham,New car and house for my parents.:)i have only new job in hand:),,,
training,ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,,,
training,spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,,,
training,spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",,,
training,ham,I place all ur points on e cultures module already.,,,
training,spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,,,
training,ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",,,
training,ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,,,
training,ham,Yes :)it completely in out of form:)clark also utter waste.,,,
training,ham,"Sir, I need AXIS BANK account no and bank address.",,,
training,ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",,,
training,ham,What time you coming down later? ,,,
training,ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",,,
training,ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",,,
training,ham,Let me know when you've got the money so carlos can make the call,,,
training,ham,U still going to the mall?,,,
training,ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",,,
training,ham,Text her. If she doesnt reply let me know so i can have her log in,,,
training,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,,,
training,ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,,,
training,ham,Lol no. U can trust me.,,,
training,ham,ok. I am a gentleman and will treat you with dignity and respect.,,,
training,ham,"He will, you guys close?",,,
training,ham,Going on nothing great.bye,,,
training,ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,,,
training,ham,"Haha awesome, be there in a minute",,,
training,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,,,
training,ham,Have you got Xmas radio times. If not i will get it now,,,
training,ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,,,
training,spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,,,
training,ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,,,
training,ham,Hi :)finally i completed the course:),,,
training,ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,,,
training,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,,,
training,ham,Gud mrng dear hav a nice day,,,
training,ham,Did u got that persons story,,,
training,ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,,,
training,ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,,,
training,ham,"Found it, ENC  &lt;#&gt; , where you at?",,,
training,ham,I sent you  &lt;#&gt;  bucks,,,
training,ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,,,
training,ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,,,
training,ham,Goodmorning sleeping ga.,,,
training,ham,U call me alter at 11 ok.,,,
training,ham,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...,,,
training,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",,,
training,ham,"Aight yo, dats straight dogg",,,
training,ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,,,
training,ham,Both :) i shoot big loads so get ready!,,,
training,ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",,,
training,ham,Home so we can always chat,,,
training,ham,K:)k:)good:)study well.,,,
training,ham,Yup... How Ì_ noe leh...,,,
training,ham,Sounds great! Are you home now?,,,
training,ham,Finally the match heading towards draw as your prediction.,,,
training,ham,Tired. I haven't slept well the past few nights.,,,
training,ham,Easy ah?sen got selected means its good..,,,
training,ham,I have to take exam with march 3,,,
training,ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,,,
training,ham,Ok no prob. Take ur time.,,,
training,ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,,,
training,ham,"Sorry, I'll call later",,,
training,ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,,,
training,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",,,
training,ham,Would really appreciate if you call me. Just need someone to talk to.,,,
training,spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",,,
training,ham,Hey company elama po mudyadhu.,,,
training,ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",,,
training,ham,Dear good morning now only i am up,,,
training,ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,,,
training,ham,Dear we are going to our rubber place,,,
training,ham,"Sorry battery died, yeah I'm here",,,
training,ham,Yes:)here tv is always available in work place..,,,
training,spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,,,
training,ham,I have printed it oh. So  &lt;#&gt;  come upstairs,,,
training,ham,Or ill be a little closer like at the bus stop on the same street,,,
training,ham,Where are you?when wil you reach here?,,,
training,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",,,
training,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,,,
training,ham,Tomarrow final hearing on my laptop case so i cant.,,,
training,ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,,,
training,ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",,,
training,ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",,,
training,ham,U don't remember that old commercial?,,,
training,ham,Too late. I said i have the website. I didn't i have or dont have the slippers,,,
training,ham,I asked you to call him now ok,,,
training,ham,Kallis wont bat in 2nd innings.,,,
training,ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,,,
training,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,,,
training,ham,Ranjith cal drpd Deeraj and deepak 5min hold,,,
training,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,
training,ham,What you doing?how are you?,,,
training,ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",,,
training,ham,"I'm back, lemme know when you're ready",,,
training,ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,,,
training,ham,Mmm so yummy babe ... Nice jolt to the suzy,,,
training,ham,Where are you lover ? I need you ...,,,
training,spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,,,
training,ham,I‰Û÷m parked next to a MINI!!!! When are you coming in today do you think?,,,
training,ham,Yup,,,
training,ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,,,
training,ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,,,
training,spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,,,
training,ham,Why you Dint come with us.,,,
training,ham,Same. Wana plan a trip sometme then,,,
training,ham,"Not sure yet, still trying to get a hold of him",,,
training,spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,,,
training,ham,The evo. I just had to download flash. Jealous?,,,
training,spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,,,
training,ham,"Come to mu, we're sorting out our narcotics situation",,,
training,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",,,
training,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,,,
training,ham,"Usf I guess, might as well take 1 car",,,
training,ham,No objection. My bf not coming.,,,
training,ham,Thanx...,,,
training,ham,Tell rob to mack his gf in the theater,,,
training,ham,"Awesome, I'll see you in a bit",,,
training,ham,Just sent it. So what type of food do you like?,,,
training,ham,All done? All handed in? Celebrations in full swing yet?,,,
training,ham,You got called a tool?,,,
training,ham,\Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them," just Keep-in-touch\"" gdeve.."""
training,ham,Ok. I asked for money how far,,,
training,ham,Okie...,,,
training,ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",,,
training,ham,"K, I might come by tonight then if my class lets out early",,,
training,ham,Ok..,,,
training,ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,,,
training,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",,,
training,ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",,,
training,ham,Hey you told your name to gautham ah?,,,
training,ham,Haf u found him? I feel so stupid da v cam was working.,,,
training,ham,Oops. 4 got that bit.,,,
training,ham,Are you this much buzy,,,
training,ham,I accidentally deleted the message. Resend please.,,,
training,spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,,,
training,ham,Unless it's a situation where YOU GO GURL would be more appropriate,,,
training,ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,,,
training,ham,I cant pick the phone right now. Pls send a message,,,
training,ham,Need a coffee run tomo?Can't believe it's that time of week already,,,
training,ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",,,
training,ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",,,
training,ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,,,
training,ham,He is a womdarfull actor,,,
training,spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",,,
training,ham,Yup... From what i remb... I think should be can book... ,,,
training,ham,Jos ask if u wana meet up?,,,
training,ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,,,
training,spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",,,
training,ham,Where are the garage keys? They aren't on the bookshelf,,,
training,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,,,
training,spam,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",,,
training,ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,,,
training,ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",,,
training,ham,You made my day. Do have a great day too.,,,
training,ham,K.k:)advance happy pongal.,,,
training,ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",,,
training,ham,"Not really dude, have no friends i'm afraid :(",,,
training,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,,,
training,ham,"Coffee cake, i guess...",,,
training,ham,"Merry Christmas to you too babe, i love ya *kisses*",,,
training,ham,Hey... Why dont we just go watch x men and have lunch... Haha ,,,
training,ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,,,
training,ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,,,
training,ham,No problem. How are you doing?,,,
training,ham,No calls..messages..missed calls,,,
training,ham,Hi da:)how is the todays class?,,,
training,ham,"I'd say that's a good sign but, well, you know my track record at reading women",,,
training,ham,"Cool, text me when you're parked",,,
training,ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,,,
